,id_venda,id_produto,quantidade,id_cliente_venda,id_funcionario_venda,data,nome,preco,id_categoria_produto,id_fornecedor_produto,id_cliente,nome_cliente,telefone,cidade,email,genero,endereco,renda,data_nascimento,id_funcionario,nome_funcionario,data_nascimento_funcionario,genero_funcionario,estado_civil,dependentes,cargo,salario,id_fornecedor,nome_fornecedor,cidade_fornecedor,endereco_fornecedor,cnpj,id_categoria,nome_categoria,custo_total
45,99,18,1,19,7,2024-10-07,Blusa de Frio,80.0,2,3,19,Fernando Oliveira,(51) 98765-6543,Porto Alegre,fernando@email.com,Masculino,"Av. S, 987",7000.0,1983-11-11,7,Rodrigo Santos,1977-11-30,Masculino,Divorciado,2,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,80.0
46,39,18,1,39,7,2024-08-08,Blusa de Frio,80.0,2,3,39,Thiago Martins,(51) 98765-6543,Porto Alegre,thiago@email.com,Masculino,"Av. M1, 321",7000.0,1985-01-14,7,Rodrigo Santos,1977-11-30,Masculino,Divorciado,2,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,80.0
47,79,18,1,39,7,2024-09-17,Blusa de Frio,80.0,2,3,39,Thiago Martins,(51) 98765-6543,Porto Alegre,thiago@email.com,Masculino,"Av. M1, 321",7000.0,1985-01-14,7,Rodrigo Santos,1977-11-30,Masculino,Divorciado,2,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,80.0
48,119,18,1,39,7,2024-10-27,Blusa de Frio,80.0,2,3,39,Thiago Martins,(51) 98765-6543,Porto Alegre,thiago@email.com,Masculino,"Av. M1, 321",7000.0,1985-01-14,7,Rodrigo Santos,1977-11-30,Masculino,Divorciado,2,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,80.0
49,42,3,2,2,10,2024-08-11,Camiseta Z,50.0,2,3,2,Maria Santos,(21) 98765-5432,Rio de Janeiro,maria@email.com,Feminino,"Av. B, 456",4000.0,1985-08-15,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,100.0
50,82,3,2,2,10,2024-09-20,Camiseta Z,50.0,2,3,2,Maria Santos,(21) 98765-5432,Rio de Janeiro,maria@email.com,Feminino,"Av. B, 456",4000.0,1985-08-15,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,100.0
51,122,3,2,2,10,2024-10-30,Camiseta Z,50.0,2,3,2,Maria Santos,(21) 98765-5432,Rio de Janeiro,maria@email.com,Feminino,"Av. B, 456",4000.0,1985-08-15,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,100.0
52,12,18,1,12,10,2024-07-12,Blusa de Frio,80.0,2,3,12,Carla Lima,(21) 98765-3210,Rio de Janeiro,carla@email.com,Feminino,"Rua L, 1098",3900.0,1995-03-14,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,80.0
53,22,3,2,22,10,2024-07-22,Camiseta Z,50.0,2,3,22,Amanda Costa,(21) 98765-3210,Rio de Janeiro,amanda@email.com,Feminino,"Rua V, 765",3900.0,1996-05-19,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,100.0
54,62,3,2,22,10,2024-08-31,Camiseta Z,50.0,2,3,22,Amanda Costa,(21) 98765-3210,Rio de Janeiro,amanda@email.com,Feminino,"Rua V, 765",3900.0,1996-05-19,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,100.0
55,102,3,2,22,10,2024-10-10,Camiseta Z,50.0,2,3,22,Amanda Costa,(21) 98765-3210,Rio de Janeiro,amanda@email.com,Feminino,"Rua V, 765",3900.0,1996-05-19,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,2,Roupas,100.0
56,5,4,3,5,2,2024-07-05,Arroz Integral,10.0,3,3,5,Pedro Santos,(41) 98765-8765,Curitiba,pedro@email.com,Masculino,"Rua E, 654",6000.0,1975-09-14,2,Aline Costa,1980-12-20,Feminino,Solteira,0,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,30.0
57,45,9,1,5,3,2024-08-14,Feijão Carioca,8.0,3,3,5,Pedro Santos,(41) 98765-8765,Curitiba,pedro@email.com,Masculino,"Rua E, 654",6000.0,1975-09-14,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,8.0
58,85,9,1,5,3,2024-09-23,Feijão Carioca,8.0,3,3,5,Pedro Santos,(41) 98765-8765,Curitiba,pedro@email.com,Masculino,"Rua E, 654",6000.0,1975-09-14,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,8.0
59,15,9,3,15,3,2024-07-15,Feijão Carioca,8.0,3,3,15,Rodrigo Martins,(41) 98765-0987,Curitiba,rodrigo@email.com,Masculino,"Av. O, 321",6500.0,1978-06-23,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,24.0
60,25,9,1,25,3,2024-07-25,Feijão Carioca,8.0,3,3,25,Marcos Santos,(41) 98765-0987,Curitiba,marcos@email.com,Masculino,"Av. Y, 987",6500.0,1979-07-21,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,8.0
61,65,9,1,25,3,2024-09-03,Feijão Carioca,8.0,3,3,25,Marcos Santos,(41) 98765-0987,Curitiba,marcos@email.com,Masculino,"Av. Y, 987",6500.0,1979-07-21,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,8.0
62,105,9,1,25,3,2024-10-13,Feijão Carioca,8.0,3,3,25,Marcos Santos,(41) 98765-0987,Curitiba,marcos@email.com,Masculino,"Av. Y, 987",6500.0,1979-07-21,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,8.0
63,57,14,3,17,5,2024-08-26,Azeite de Oliva Extra Virgem,15.0,3,3,17,Gabriel Silva,(21) 98765-8765,Rio de Janeiro,gabriel@email.com,Masculino,"Av. Q, 543",5500.0,1982-02-19,5,Rafael Martins,1983-09-18,Masculino,Casado,3,Gerente,6500.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,45.0
64,97,14,3,17,5,2024-10-05,Azeite de Oliva Extra Virgem,15.0,3,3,17,Gabriel Silva,(21) 98765-8765,Rio de Janeiro,gabriel@email.com,Masculino,"Av. Q, 543",5500.0,1982-02-19,5,Rafael Martins,1983-09-18,Masculino,Casado,3,Gerente,6500.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,45.0
65,37,14,3,37,5,2024-08-06,Azeite de Oliva Extra Virgem,15.0,3,3,37,Eduardo Silva,(21) 98765-8765,Rio de Janeiro,eduardo@email.com,Masculino,"Av. K1, 543",5500.0,1984-04-30,5,Rafael Martins,1983-09-18,Masculino,Casado,3,Gerente,6500.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,45.0
66,77,14,3,37,5,2024-09-15,Azeite de Oliva Extra Virgem,15.0,3,3,37,Eduardo Silva,(21) 98765-8765,Rio de Janeiro,eduardo@email.com,Masculino,"Av. K1, 543",5500.0,1984-04-30,5,Rafael Martins,1983-09-18,Masculino,Casado,3,Gerente,6500.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,45.0
67,117,14,3,37,5,2024-10-25,Azeite de Oliva Extra Virgem,15.0,3,3,37,Eduardo Silva,(21) 98765-8765,Rio de Janeiro,eduardo@email.com,Masculino,"Av. K1, 543",5500.0,1984-04-30,5,Rafael Martins,1983-09-18,Masculino,Casado,3,Gerente,6500.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,45.0
68,10,14,2,10,8,2024-07-10,Azeite de Oliva Extra Virgem,15.0,3,3,10,Camila Silva,(41) 98765-5432,Curitiba,camila@email.com,Feminino,"Rua J, 876",3200.0,1992-07-05,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,30.0
69,50,19,1,10,8,2024-08-19,Cereal Matinal,12.0,3,3,10,Camila Silva,(41) 98765-5432,Curitiba,camila@email.com,Feminino,"Rua J, 876",3200.0,1992-07-05,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,12.0
70,90,19,1,10,8,2024-09-28,Cereal Matinal,12.0,3,3,10,Camila Silva,(41) 98765-5432,Curitiba,camila@email.com,Feminino,"Rua J, 876",3200.0,1992-07-05,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,12.0
71,20,19,3,20,8,2024-07-20,Cereal Matinal,12.0,3,3,20,Larissa Santos,(41) 98765-5432,Curitiba,larissa@email.com,Feminino,"Rua T, 432",3200.0,1993-08-25,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,36.0
72,30,19,1,30,8,2024-07-30,Cereal Matinal,12.0,3,3,30,Julia Santos,(41) 98765-5432,Curitiba,julia@email.com,Feminino,"Rua D1, 876",3200.0,1994-09-10,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,12.0
73,70,19,1,30,8,2024-09-08,Cereal Matinal,12.0,3,3,30,Julia Santos,(41) 98765-5432,Curitiba,julia@email.com,Feminino,"Rua D1, 876",3200.0,1994-09-10,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,12.0
